id,common_name,observed_on,place_guess,latitude,longitude,quality_grade,annotation_summary,url,life_stage,alive_dead
167953608,Northern Diamondback Terrapin,2023-06-17 16:26:02-04:00,"New Jersey, US",39.7120798694,-74.3524739862,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/167953608,Adult,Alive
167953540,Northern Diamondback Terrapin,2023-06-17 16:25:21-04:00,"New Jersey, US",39.2173452312,-74.4888426016,research,,https://www.inaturalist.org/observations/167953540,,
167952613,Northern Diamondback Terrapin,2023-06-17 16:18:20-04:00,"New Jersey, US",39.7396223868,-74.398562893,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/167952613,Adult,Alive
167952386,Northern Diamondback Terrapin,2023-06-17 16:17:23-04:00,"New Jersey, US",39.3156357571,-74.4717025649,research,,https://www.inaturalist.org/observations/167952386,,
167951834,Northern Diamondback Terrapin,2023-06-17 16:13:31-04:00,"New Jersey, US",39.3320523513,-74.5522461856,research,,https://www.inaturalist.org/observations/167951834,,
167950324,Northern Diamondback Terrapin,2023-06-17 16:07:43-04:00,"New Jersey, US",39.2460391815,-74.5066748088,research,,https://www.inaturalist.org/observations/167950324,,
167950008,Northern Diamondback Terrapin,2023-06-17 16:06:50-04:00,"New Jersey, US",39.2121722683,-74.4665679121,research,,https://www.inaturalist.org/observations/167950008,,
167949876,Northern Diamondback Terrapin,2023-06-17 16:04:39-04:00,"New Jersey, US",39.3669933492,-74.4474304311,research,,https://www.inaturalist.org/observations/167949876,,
167949309,Northern Diamondback Terrapin,2023-06-17 16:02:34-04:00,"New Jersey, US",39.2072623229,-74.4477752604,research,,https://www.inaturalist.org/observations/167949309,,
167947595,Northern Diamondback Terrapin,2023-06-17 15:52:33-04:00,"New Jersey, US",39.3033193016,-74.4844968059,research,,https://www.inaturalist.org/observations/167947595,,
167915215,Northern Diamondback Terrapin,2023-06-11 14:06:00-04:00,"New Jersey, US",39.3895968999,-75.153743481,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167915215,Adult,Alive
167909885,Northern Diamondback Terrapin,2023-06-16 08:25:06-04:00,"New Jersey, US",39.7007778903,-74.3289039216,research,Life Stage: Adult,https://www.inaturalist.org/observations/167909885,Adult,
167909790,Northern Diamondback Terrapin,2023-06-15 13:43:53-04:00,"New Jersey, US",39.4127083368,-74.3307998207,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167909790,Adult,Alive
167887588,Northern Diamondback Terrapin,2023-06-17 10:59:59-04:00,"New Jersey, US",39.4531353672,-74.2453204383,research,,https://www.inaturalist.org/observations/167887588,,
167861401,Northern Diamondback Terrapin,2023-06-17 08:02:56-04:00,"New Jersey, US",39.4124228258,-74.251104447,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/167861401,,Dead
167860927,Northern Diamondback Terrapin,2023-06-17 07:58:38-04:00,"New Jersey, US",39.5080398266,-74.3639953619,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/167860927,,Dead
167780264,Northern Diamondback Terrapin,2023-06-14 14:27:28-04:00,"New Jersey, US",39.4620115896,-74.2884716317,research,,https://www.inaturalist.org/observations/167780264,,
167730034,Northern Diamondback Terrapin,2023-06-13 09:35:00-04:00,"New Jersey, US",40.5749798822,-74.3755404434,research,,https://www.inaturalist.org/observations/167730034,,
167711654,Northern Diamondback Terrapin,2023-06-13 13:27:00-04:00,United States,39.7257502945,-74.1928755879,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167711654,Adult,Alive
167615293,Northern Diamondback Terrapin,2023-06-15 19:30:16-04:00,"New Jersey, US",39.3709417093,-74.4681533243,research,,https://www.inaturalist.org/observations/167615293,,
167614916,Northern Diamondback Terrapin,2023-06-15 19:27:34-04:00,"New Jersey, US",39.320698945,-74.4154675676,research,,https://www.inaturalist.org/observations/167614916,,
167585066,Northern Diamondback Terrapin,2023-06-13 13:36:44-04:00,"Cape May County, US-NJ, US",39.1270273224,-74.6095277737,research,,https://www.inaturalist.org/observations/167585066,,
167583070,Northern Diamondback Terrapin,2023-06-13 14:56:56-04:00,"New Jersey, US",39.5099598506,-74.328917311,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/167583070,Adult,Alive
167582921,Northern Diamondback Terrapin,2023-06-13 14:25:43-04:00,"New Jersey, US",39.4731064512,-74.2191393847,research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/167582921,Adult,Dead
167582531,Northern Diamondback Terrapin,2023-06-13 13:42:28-04:00,"New Jersey, US",39.5683895205,-74.2206571778,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167582531,Adult,Alive
167582425,Northern Diamondback Terrapin,2023-06-13 11:29:36-04:00,"New Jersey, US",39.4969973539,-74.2936522141,research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/167582425,Adult,Dead
167529251,Northern Diamondback Terrapin,2023-06-15 10:03:21-04:00,"New Jersey, US",39.3235921877,-74.4830325807,research,"Life Stage: Adult, Sex: Cannot Be Determined, Alive or Dead: Dead",https://www.inaturalist.org/observations/167529251,Adult,Dead
167522293,Northern Diamondback Terrapin,2023-06-13 16:41:00-04:00,United States,40.7502641437,-74.0725581482,research,,https://www.inaturalist.org/observations/167522293,,
167521990,Northern Diamondback Terrapin,2023-06-15 09:00:28-04:00,"New Jersey, US",39.3621566698,-74.4197224122,research,,https://www.inaturalist.org/observations/167521990,,
167482783,Northern Diamondback Terrapin,2023-06-13 12:29:01-04:00,United States,39.6816701972,-74.1007814179,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167482783,Adult,Alive
167427559,Northern Diamondback Terrapin,2023-06-14 17:05:30-04:00,"New Jersey, US",39.786937338,-74.3945124469,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/167427559,Adult,Alive
167426670,Northern Diamondback Terrapin,2023-06-14 16:59:10-04:00,"New Jersey, US",39.7126336284,-74.2071616477,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167426670,Adult,Alive
167390274,Northern Diamondback Terrapin,2023-06-14 13:02:20-04:00,"New Jersey, US",39.5168454154,-74.3625290771,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167390274,Adult,Alive
167385968,Northern Diamondback Terrapin,2023-06-14 12:34:32-04:00,"New Jersey, US",39.5068943599,-74.3117784563,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167385968,Adult,Alive
167385608,Northern Diamondback Terrapin,2023-06-14 12:31:37-04:00,"New Jersey, US",39.5030127512,-74.2586849586,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167385608,Adult,Alive
167383453,Northern Diamondback Terrapin,2023-06-14 12:18:26-04:00,"New Jersey, US",39.5195528783,-74.3049184088,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167383453,Adult,Alive
167379040,Northern Diamondback Terrapin,2023-06-14 11:47:58-04:00,"New Jersey, US",39.4911353092,-74.2032879633,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167379040,Adult,Alive
167378582,Northern Diamondback Terrapin,2023-06-14 11:46:42-04:00,"New Jersey, US",39.4682064989,-74.350979525,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167378582,Adult,Alive
167377854,Northern Diamondback Terrapin,2023-06-14 11:42:06-04:00,"New Jersey, US",39.5913691722,-74.327761562,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167377854,Adult,Alive
167377270,Northern Diamondback Terrapin,2023-06-14 11:38:55-04:00,"New Jersey, US",39.4523599041,-74.2813149619,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167377270,,Alive
167376731,Northern Diamondback Terrapin,2023-06-14 11:34:56-04:00,"New Jersey, US",39.4333699746,-74.3329832863,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167376731,Adult,Alive
167376386,Northern Diamondback Terrapin,2023-06-14 11:33:42-04:00,"New Jersey, US",39.4661741127,-74.2702561584,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167376386,Adult,Alive
167376079,Northern Diamondback Terrapin,2023-06-14 11:31:37-04:00,"New Jersey, US",39.4584238161,-74.221020493,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167376079,Adult,Alive
167375658,Northern Diamondback Terrapin,2023-06-14 11:26:48-04:00,"New Jersey, US",39.4068971043,-74.3596173859,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167375658,Adult,Alive
167374891,Northern Diamondback Terrapin,2023-06-14 11:24:23-04:00,"New Jersey, US",39.4353923472,-74.2264359956,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167374891,Adult,Alive
167374463,Northern Diamondback Terrapin,2023-06-14 11:21:22-04:00,"New Jersey, US",39.469949806,-74.3978528175,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167374463,Adult,Alive
167373983,Northern Diamondback Terrapin,2023-06-14 11:19:15-04:00,"New Jersey, US",39.408513997,-74.364388735,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167373983,Adult,Alive
167372889,Northern Diamondback Terrapin,2023-06-14 11:12:50-04:00,"New Jersey, US",39.5509278138,-74.2210319836,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167372889,Adult,Alive
167372419,Northern Diamondback Terrapin,2023-06-14 11:09:50-04:00,"New Jersey, US",39.4484967507,-74.3511705988,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167372419,Adult,Alive
167371188,Northern Diamondback Terrapin,2023-06-14 10:59:41-04:00,"New Jersey, US",39.5201115727,-74.347302138,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167371188,Adult,Alive
167370546,Northern Diamondback Terrapin,2023-06-14 10:57:31-04:00,"New Jersey, US",39.5829387428,-74.3931133732,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167370546,Adult,Alive
167370405,Northern Diamondback Terrapin,2023-06-14 10:56:36-04:00,"New Jersey, US",39.4033069063,-74.2539472933,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167370405,Adult,Alive
167370247,Northern Diamondback Terrapin,2023-06-14 10:54:30-04:00,"New Jersey, US",39.5836544516,-74.3313948573,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167370247,Adult,Alive
167369991,Northern Diamondback Terrapin,2023-06-14 10:52:08-04:00,"New Jersey, US",39.5476183415,-74.2232319473,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167369991,Adult,Alive
167368985,Northern Diamondback Terrapin,2023-06-14 10:46:10-04:00,"New Jersey, US",39.5708608064,-74.3382976002,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167368985,Adult,Alive
167368034,Northern Diamondback Terrapin,2023-06-14 10:41:09-04:00,"New Jersey, US",39.5118431419,-74.3871378742,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167368034,Adult,Alive
167367823,Northern Diamondback Terrapin,2023-06-14 10:39:17-04:00,"New Jersey, US",39.5722558203,-74.2896531853,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167367823,Adult,Alive
167367654,Northern Diamondback Terrapin,2023-06-14 10:37:32-04:00,"New Jersey, US",39.4652806279,-74.3889846,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167367654,Adult,Alive
167367386,Northern Diamondback Terrapin,2023-06-14 10:36:10-04:00,"New Jersey, US",39.5606578992,-74.3527241893,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167367386,Adult,Alive
167366998,Northern Diamondback Terrapin,2023-06-14 10:33:20-04:00,"New Jersey, US",39.4627942488,-74.3104513101,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167366998,Adult,Alive
167366806,Northern Diamondback Terrapin,2023-06-14 10:31:33-04:00,"New Jersey, US",39.5657093283,-74.3106592908,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167366806,Adult,Alive
167365940,Northern Diamondback Terrapin,2023-06-14 10:25:06-04:00,"New Jersey, US",39.5453363598,-74.3618590189,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167365940,Adult,Alive
167278849,Northern Diamondback Terrapin,2023-06-13 12:31:00-04:00,"New Jersey, US",39.5096996458,-74.5324753333,research,,https://www.inaturalist.org/observations/167278849,,
167278847,Northern Diamondback Terrapin,2023-06-13 12:14:00-04:00,"New Jersey, US",39.4830141806,-74.4281988537,research,,https://www.inaturalist.org/observations/167278847,,
167269055,Northern Diamondback Terrapin,2023-06-13 18:04:29-04:00,"New Jersey, US",39.4909474925,-74.3737826207,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167269055,Adult,Alive
167268199,Northern Diamondback Terrapin,2023-06-13 17:56:45-04:00,"New Jersey, US",39.297380218,-74.583176329,research,,https://www.inaturalist.org/observations/167268199,,
167266418,Northern Diamondback Terrapin,2023-06-13 17:45:29-04:00,"New Jersey, US",39.6278143411,-74.3244068396,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/167266418,Adult,Alive
167265661,Northern Diamondback Terrapin,2023-06-13 17:40:49-04:00,"New Jersey, US",39.7717651278,-74.2405759707,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167265661,,Alive
167261556,Northern Diamondback Terrapin,2023-06-13 17:14:05-04:00,"New Jersey, US",39.6103371409,-74.2985672463,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/167261556,Adult,Alive
167257100,Northern Diamondback Terrapin,2023-06-13 16:47:19-04:00,"New Jersey, US",39.6887788176,-74.2703242221,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Dead",https://www.inaturalist.org/observations/167257100,Adult,Dead
167256127,Northern Diamondback Terrapin,2023-06-13 16:41:12-04:00,"New Jersey, US",39.6131446739,-74.2317082591,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/167256127,Adult,Alive
167240713,Northern Diamondback Terrapin,2023-06-13 12:27:44-04:00,United States,39.7520126186,-74.0258313473,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167240713,Adult,Alive
167225443,Northern Diamondback Terrapin,2023-06-13 12:25:16-04:00,United States,39.6672494205,-74.0496803422,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167225443,Adult,Alive
167222746,Northern Diamondback Terrapin,2023-06-13 10:49:46-04:00,"New Jersey, US",39.2543187356,-74.8596948151,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167222746,Adult,Alive
167211885,Northern Diamondback Terrapin,2023-06-13 12:20:44-04:00,United States,39.6182417368,-74.1628087045,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167211885,Adult,Alive
167211847,Northern Diamondback Terrapin,2023-06-13 11:05:38-04:00,United States,39.6938927399,-74.1485054606,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167211847,Adult,Alive
167210564,Northern Diamondback Terrapin,2023-06-13 11:46:12-04:00,United States,39.6667432475,-74.1761979573,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167210564,Adult,Alive
167210432,Northern Diamondback Terrapin,2023-06-13 11:36:24-04:00,United States,39.6120644615,-74.1731321867,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167210432,Adult,Alive
167210251,Northern Diamondback Terrapin,2023-06-13 11:22:06-04:00,United States,39.6006673713,-74.0135764915,research,"Life Stage: Juvenile, Alive or Dead: Alive",https://www.inaturalist.org/observations/167210251,Juvenile,Alive
167209708,Northern Diamondback Terrapin,2023-06-13 10:29:00-04:00,"New Jersey, US",39.54649313,-74.316783537,research,,https://www.inaturalist.org/observations/167209708,,
167209702,Northern Diamondback Terrapin,2023-06-13 10:34:00-04:00,"New Jersey, US",39.5200186142,-74.3373731231,research,,https://www.inaturalist.org/observations/167209702,,
167209701,Northern Diamondback Terrapin,2023-06-13 10:31:00-04:00,"New Jersey, US",39.4097388384,-74.2103141376,research,,https://www.inaturalist.org/observations/167209701,,
167209695,Northern Diamondback Terrapin,2023-06-13 10:30:00-04:00,"New Jersey, US",39.5217300767,-74.3513235043,research,,https://www.inaturalist.org/observations/167209695,,
167199457,Northern Diamondback Terrapin,2023-06-13 10:59:59-04:00,United States,39.6466273068,-74.0277892063,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167199457,Adult,Alive
167198856,Northern Diamondback Terrapin,2023-06-13 10:56:35-04:00,"New Jersey, US",39.4378561016,-74.3133816789,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167198856,,Alive
167198769,Northern Diamondback Terrapin,2023-06-13 10:48:47-04:00,United States,39.6674475085,-74.1930361822,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167198769,Adult,Alive
167198025,Northern Diamondback Terrapin,2023-06-13 10:46:59-04:00,United States,39.6063207299,-74.0669102615,research,,https://www.inaturalist.org/observations/167198025,,
167196477,Northern Diamondback Terrapin,2023-06-13 10:38:30-04:00,"New Jersey, US",39.7223400231,-74.2107597203,research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/167196477,Adult,Dead
167178995,Northern Diamondback Terrapin,2023-06-13 08:27:46-04:00,"New Jersey, US",39.5748150764,-74.2951573062,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167178995,,Alive
167178837,Northern Diamondback Terrapin,2023-06-13 08:26:57-04:00,"New Jersey, US",39.5973033722,-74.3555798985,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167178837,,Alive
167176177,Northern Diamondback Terrapin,2023-06-13 08:02:19-04:00,"New Jersey, US",39.466358486,-74.3739691813,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/167176177,,Dead
167175820,Northern Diamondback Terrapin,2023-06-13 07:58:37-04:00,"New Jersey, US",39.5094908703,-74.392611113,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/167175820,,Dead
167175506,Northern Diamondback Terrapin,2023-06-13 07:55:17-04:00,"New Jersey, US",39.5679881107,-74.2531736726,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167175506,,Alive
167118699,Northern Diamondback Terrapin,2023-06-12 21:11:28-04:00,"New Jersey, US",39.1689693161,-74.6964417997,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/167118699,Adult,Alive
167093776,Northern Diamondback Terrapin,2023-06-12 18:01:43-04:00,"New Jersey, US",39.5116867958,-74.2672913838,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167093776,,Alive
167070813,Northern Diamondback Terrapin,2023-06-12 15:48:06-04:00,"New Jersey, US",39.4844352116,-74.2537293402,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/167070813,,Dead
167042593,Northern Diamondback Terrapin,2023-06-12 13:06:16-04:00,"New Jersey, US",39.5300920717,-74.3288487861,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167042593,,Alive
167024294,Northern Diamondback Terrapin,2023-06-12 10:55:21-04:00,United States,38.8313386531,-74.8389995685,research,,https://www.inaturalist.org/observations/167024294,,
167021717,Northern Diamondback Terrapin,2023-06-12 11:02:17-04:00,"New Jersey, US",39.57711732,-74.2826746847,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/167021717,,Dead
167021582,Northern Diamondback Terrapin,2023-06-12 11:00:59-04:00,"New Jersey, US",39.4962466698,-74.3151053252,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/167021582,,Dead
167016773,Northern Diamondback Terrapin,2023-06-12 10:33:41-04:00,"New Jersey, US",39.4780462768,-74.3393284489,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167016773,,Alive
167015245,Northern Diamondback Terrapin,2023-06-12 10:24:22-04:00,"New Jersey, US",39.4624312326,-74.2541338902,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167015245,,Alive
167014560,Northern Diamondback Terrapin,2023-06-12 10:20:41-04:00,"New Jersey, US",39.5070206123,-74.2527449119,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167014560,,Alive
167014135,Northern Diamondback Terrapin,2023-06-12 10:18:37-04:00,"New Jersey, US",39.4221237586,-74.2635836577,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167014135,,Alive
167013807,Northern Diamondback Terrapin,2023-06-12 10:16:12-04:00,"New Jersey, US",39.5404665081,-74.3976348835,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167013807,,Alive
167011982,Northern Diamondback Terrapin,2023-06-12 10:04:17-04:00,"New Jersey, US",39.4395167449,-74.2640098339,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167011982,,Alive
167011288,Northern Diamondback Terrapin,2023-06-12 09:58:59-04:00,"New Jersey, US",39.585561392,-74.295632005,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/167011288,,Alive
167009870,Northern Diamondback Terrapin,2023-06-11 20:50:13-04:00,"New Jersey, US",39.365249464,-74.5148495663,research,,https://www.inaturalist.org/observations/167009870,,
166922835,Northern Diamondback Terrapin,2023-06-11 17:08:21-04:00,"New Jersey, US",39.2307817373,-74.4081832946,research,,https://www.inaturalist.org/observations/166922835,,
166922312,Northern Diamondback Terrapin,2023-06-11 20:02:35-04:00,"New Jersey, US",39.5191150408,-74.5652358495,research,,https://www.inaturalist.org/observations/166922312,,
166913672,Northern Diamondback Terrapin,2023-06-11 09:19:49-04:00,United States,39.7924265768,-74.0063145452,research,,https://www.inaturalist.org/observations/166913672,,
166912329,Northern Diamondback Terrapin,2023-06-11 13:55:32-04:00,"New Jersey, US",39.4509229029,-74.461568375,research,,https://www.inaturalist.org/observations/166912329,,
166910851,Northern Diamondback Terrapin,2023-06-11 18:52:14-04:00,"New Jersey, US",39.5763214035,-74.2033011023,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/166910851,,Alive
166896182,Northern Diamondback Terrapin,2023-06-11 17:30:02-04:00,"New Jersey, US",39.2637967667,-74.4080533146,research,,https://www.inaturalist.org/observations/166896182,,
166895948,Northern Diamondback Terrapin,2023-06-11 17:23:40-04:00,"New Jersey, US",39.3657478369,-74.558922266,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/166895948,,Dead
166894498,Northern Diamondback Terrapin,2023-06-11 17:15:38-04:00,"New Jersey, US",39.228545486,-74.5007163871,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/166894498,,Alive
166891088,Northern Diamondback Terrapin,2023-06-11 17:04:24-04:00,"New Jersey, US",39.3526916796,-74.4019836206,research,,https://www.inaturalist.org/observations/166891088,,
166882460,Northern Diamondback Terrapin,2023-06-11 15:56:45-04:00,"New Jersey, US",39.3245074062,-74.4062680551,research,,https://www.inaturalist.org/observations/166882460,,
166882449,Northern Diamondback Terrapin,2023-06-11 16:26:14-04:00,"New Jersey, US",39.401798651,-74.2909289752,research,Alive or Dead: Cannot Be Determined,https://www.inaturalist.org/observations/166882449,,Cannot
166881629,Northern Diamondback Terrapin,2023-06-11 16:23:15-04:00,"New Jersey, US",39.5663865682,-74.2688269502,research,Alive or Dead: Cannot Be Determined,https://www.inaturalist.org/observations/166881629,,Cannot
166880131,Northern Diamondback Terrapin,2023-06-11 16:16:56-04:00,"New Jersey, US",39.4050791077,-74.2316674144,research,Alive or Dead: Cannot Be Determined,https://www.inaturalist.org/observations/166880131,,Cannot
166879780,Northern Diamondback Terrapin,2023-06-11 16:15:06-04:00,"New Jersey, US",39.5745732635,-74.3634583799,research,Alive or Dead: Cannot Be Determined,https://www.inaturalist.org/observations/166879780,,Cannot
166875439,Northern Diamondback Terrapin,2023-06-11 15:44:14-04:00,"New Jersey, US",39.3955762442,-74.4230620104,research,,https://www.inaturalist.org/observations/166875439,,
166872927,Northern Diamondback Terrapin,2023-06-11 15:43:18-04:00,"New Jersey, US",39.6615255161,-74.3664569784,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/166872927,Adult,Alive
166872186,Northern Diamondback Terrapin,2023-06-11 15:40:44-04:00,"New Jersey, US",39.3020782977,-74.4474669809,research,,https://www.inaturalist.org/observations/166872186,,
166871210,Northern Diamondback Terrapin,2023-06-10 20:24:25-04:00,"New Jersey, US",39.7392024811,-74.1608144907,research,,https://www.inaturalist.org/observations/166871210,,
166870611,Northern Diamondback Terrapin,2023-06-11 15:33:47-04:00,"New Jersey, US",39.7409415972,-74.3700342162,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/166870611,Adult,Alive
166869723,Northern Diamondback Terrapin,2023-06-11 15:29:23-04:00,"New Jersey, US",39.742735361,-74.3375227878,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/166869723,Adult,Alive
166869205,Northern Diamondback Terrapin,2023-06-11 15:24:56-04:00,"New Jersey, US",39.3154476817,-74.4517807382,research,,https://www.inaturalist.org/observations/166869205,,
166868864,Northern Diamondback Terrapin,2023-06-11 15:26:18-04:00,"New Jersey, US",39.7839429441,-74.2728584483,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/166868864,Adult,Alive
166863756,Northern Diamondback Terrapin,2023-06-11 15:02:35-04:00,"New Jersey, US",39.339269558,-74.4273530837,research,,https://www.inaturalist.org/observations/166863756,,
166863006,Northern Diamondback Terrapin,2023-06-11 14:36:56-04:00,"New Jersey, US",40.4802816667,-74.3397674171,research,,https://www.inaturalist.org/observations/166863006,,
166862988,Northern Diamondback Terrapin,2023-06-11 14:58:39-04:00,"New Jersey, US",39.2545316447,-74.5088772397,research,,https://www.inaturalist.org/observations/166862988,,
166856745,Northern Diamondback Terrapin,2023-06-11 14:32:53-04:00,"New Jersey, US",39.60449209,-74.2624407693,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/166856745,Adult,Alive
166856244,Northern Diamondback Terrapin,2023-06-11 14:30:31-04:00,"New Jersey, US",39.6864625569,-74.3739682288,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/166856244,Adult,Alive
166855172,Northern Diamondback Terrapin,2023-06-11 14:25:20-04:00,"New Jersey, US",39.7629841344,-74.3766342583,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/166855172,Adult,Alive
166852290,Northern Diamondback Terrapin,2023-06-11 14:12:24-04:00,"New Jersey, US",39.6294135847,-74.2975331151,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/166852290,Adult,Alive
166851180,Northern Diamondback Terrapin,2023-06-11 14:08:01-04:00,"New Jersey, US",39.6107807379,-74.3075888293,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/166851180,Adult,Alive
166851097,Northern Diamondback Terrapin,2023-06-11 13:03:09-04:00,United States,39.9225573227,-74.0046855565,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/166851097,,Alive
